idx,glass_id,cooling_type,fatigue_cycles,t_battery,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,energy
346,28,fast,150,0.4,0,10,0.7500,1,1.12943,0.14910,-6.2378
347,28,fast,200,0.4,0,11,1.0000,1,1.12189,0.14080,-6.2214
348,29,fast,0,0.4,0,0,0.0000,1,1.11997,0.13766,-6.7159
349,29,fast,5,0.4,0,1,0.0250,1,1.11925,0.13713,-6.1755
350,29,fast,10,0.4,0,2,0.0500,1,1.11554,0.13199,-6.0708
351,29,fast,15,0.4,0,3,0.0750,1,1.11513,0.13196,-6.0520
352,29,fast,20,0.4,0,4,0.1000,1,1.11664,0.13423,-6.1092
353,29,fast,30,0.4,0,5,0.1500,1,1.13231,0.15314,-6.1093
354,29,fast,40,0.4,0,6,0.2000,1,1.12135,0.14051,-6.1201
355,29,fast,50,0.4,0,7,0.2500,1,1.12448,0.14433,-6.0623
356,29,fast,75,0.4,0,8,0.3750,1,1.12935,0.15018,-6.0918
357,29,fast,100,0.4,0,9,0.5000,1,1.12885,0.14972,-6.1455
358,29,fast,150,0.4,0,10,0.7500,1,1.12676,0.14637,-6.1207
359,29,fast,200,0.4,0,11,1.0000,1,1.12819,0.14905,-6.0745
360,30,fast,0,0.4,0,0,0.0000,1,1.13328,0.15327,-6.7269
361,30,fast,5,0.4,0,1,0.0250,1,1.13049,0.15101,-6.1593
362,30,fast,10,0.4,0,2,0.0500,1,1.12626,0.14653,-6.0133
363,30,fast,15,0.4,0,3,0.0750,1,1.12100,0.13973,-6.1244
364,30,fast,20,0.4,0,4,0.1000,1,1.11824,0.13593,-6.0767
365,30,fast,30,0.4,0,5,0.1500,1,1.12019,0.13836,-6.1339
366,30,fast,40,0.4,0,6,0.2000,1,1.11769,0.13526,-6.1155
367,30,fast,50,0.4,0,7,0.2500,1,1.11626,0.13306,-6.1195
368,30,fast,75,0.4,0,8,0.3750,1,1.11671,0.13446,-6.2138
369,30,fast,100,0.4,0,9,0.5000,1,1.12405,0.14290,-6.0991
370,30,fast,150,0.4,0,10,0.7500,1,1.12588,0.14645,-6.0876
371,30,fast,200,0.4,0,11,1.0000,1,1.13164,0.15201,-6.2185
372,31,fast,0,0.4,0,0,0.0000,1,1.12452,0.14732,-5.9897
373,31,fast,5,0.4,0,1,0.0250,1,1.12530,0.14750,-5.4231
374,31,fast,10,0.4,0,2,0.0500,1,1.12336,0.14657,-5.2053
375,31,fast,15,0.4,0,3,0.0750,1,1.12689,0.15034,-5.4247
376,31,fast,20,0.4,0,4,0.1000,1,1.12151,0.14451,-5.4763
377,31,fast,30,0.4,0,5,0.1500,1,1.12544,0.14826,-5.9148
378,31,fast,40,0.4,0,6,0.2000,1,1.13600,0.16038,-6.0450
379,31,fast,50,0.4,0,7,0.2500,1,1.14336,0.17065,-6.1354
380,31,fast,75,0.4,0,8,0.3750,1,1.14773,0.17518,-6.0778
381,31,fast,100,0.4,0,9,0.5000,1,1.14775,0.17458,-6.1559
382,31,fast,150,0.4,0,10,0.7500,1,1.15025,0.17702,-6.1063
383,31,fast,200,0.4,0,11,1.0000,1,1.15005,0.17708,-6.1217
384,32,fast,0,0.4,0,0,0.0000,1,1.13268,0.15276,-6.7380
385,32,fast,5,0.4,0,1,0.0250,1,1.12301,0.14198,-6.1186
386,32,fast,10,0.4,0,2,0.0500,1,1.12960,0.14943,-6.1770
387,32,fast,15,0.4,0,3,0.0750,1,1.12822,0.14820,-6.1567
388,32,fast,20,0.4,0,4,0.1000,1,1.12875,0.14919,-6.1649
389,32,fast,30,0.4,0,5,0.1500,1,1.13072,0.15137,-6.1767
390,32,fast,40,0.4,0,6,0.2000,1,1.13104,0.15203,-6.1329
391,32,fast,50,0.4,0,7,0.2500,1,1.12692,0.14783,-6.1469
392,32,fast,75,0.4,0,8,0.3750,1,1.12847,0.14866,-6.2310
393,32,fast,100,0.4,0,9,0.5000,1,1.12426,0.14325,-6.1454
394,32,fast,150,0.4,0,10,0.7500,1,1.12499,0.14485,-6.1640
395,32,fast,200,0.4,0,11,1.0000,1,1.12981,0.15021,-6.1333
396,33,fast,0,0.4,0,0,0.0000,1,1.12229,0.14393,-6.0481
397,33,fast,5,0.4,0,1,0.0250,1,1.12971,0.15262,-5.7885
398,33,fast,10,0.4,0,2,0.0500,1,1.13648,0.15976,-6.4173
399,33,fast,15,0.4,0,3,0.0750,1,1.13596,0.15928,-6.3739
400,33,fast,20,0.4,0,4,0.1000,1,1.13518,0.15828,-6.4411
401,33,fast,30,0.4,0,5,0.1500,1,1.13473,0.15803,-6.4045
402,33,fast,40,0.4,0,6,0.2000,1,1.13619,0.15975,-6.4497
403,33,fast,50,0.4,0,7,0.2500,1,1.13247,0.15648,-6.4708
404,33,fast,75,0.4,0,8,0.3750,1,1.13540,0.15847,-6.3909
405,33,fast,100,0.4,0,9,0.5000,1,1.13421,0.15720,-6.4274
406,33,fast,150,0.4,0,10,0.7500,1,1.13482,0.15801,-6.5103
407,33,fast,200,0.4,0,11,1.0000,1,1.13603,0.15966,-6.4322
408,34,fast,0,0.4,0,0,0.0000,1,1.12936,0.15384,-6.0328
409,34,fast,5,0.4,0,1,0.0250,1,1.12685,0.15139,-5.5011
410,34,fast,10,0.4,0,2,0.0500,1,1.12524,0.14756,-5.5588
411,34,fast,15,0.4,0,3,0.0750,1,1.13362,0.15693,-5.8378
412,34,fast,20,0.4,0,4,0.1000,1,1.12135,0.14225,-5.9000
413,34,fast,30,0.4,0,5,0.1500,1,1.12250,0.14334,-5.9160
414,34,fast,40,0.4,0,6,0.2000,1,1.12637,0.14782,-5.9810
415,34,fast,50,0.4,0,7,0.2500,1,1.12448,0.14632,-5.8964
416,34,fast,75,0.4,0,8,0.3750,1,1.12529,0.14712,-5.8772
417,34,fast,100,0.4,0,9,0.5000,1,1.12432,0.14583,-5.9992
418,34,fast,150,0.4,0,10,0.7500,1,1.12214,0.14335,-5.9757
419,34,fast,200,0.4,0,11,1.0000,1,1.12247,0.14292,-6.0183
420,35,fast,0,0.4,0,0,0.0000,1,1.12522,0.14515,-6.6958
421,35,fast,5,0.4,0,1,0.0250,1,1.12485,0.14506,-6.0453
422,35,fast,10,0.4,0,2,0.0500,1,1.12776,0.14845,-6.0064
423,35,fast,15,0.4,0,3,0.0750,1,1.12941,0.15052,-6.1289
424,35,fast,20,0.4,0,4,0.1000,1,1.12653,0.14623,-6.1470
425,35,fast,30,0.4,0,5,0.1500,1,1.13610,0.15981,-6.2416
426,35,fast,40,0.4,0,6,0.2000,1,1.13727,0.16107,-6.2327
427,35,fast,50,0.4,0,7,0.2500,1,1.13652,0.16045,-6.1554
428,35,fast,75,0.4,0,8,0.3750,1,1.13860,0.16214,-6.2629
429,35,fast,100,0.4,0,9,0.5000,1,1.13781,0.16127,-6.1368
430,35,fast,150,0.4,0,10,0.7500,1,1.13659,0.16034,-6.2523
431,35,fast,200,0.4,0,11,1.0000,1,1.14216,0.16546,-6.2906
432,36,fast,0,0.4,0,0,0.0000,1,1.12521,0.14796,-6.0005
433,36,fast,5,0.4,0,1,0.0250,1,1.12315,0.14264,-6.0948
434,36,fast,10,0.4,0,2,0.0500,1,1.11620,0.13329,-6.1120
435,36,fast,15,0.4,0,3,0.0750,1,1.12981,0.15041,-6.0926
436,36,fast,20,0.4,0,4,0.1000,1,1.13081,0.15213,-6.1368
437,36,fast,30,0.4,0,5,0.1500,1,1.13015,0.15148,-6.1912
438,36,fast,40,0.4,0,6,0.2000,1,1.12646,0.14599,-6.1462
439,36,fast,50,0.4,0,7,0.2500,1,1.12691,0.14692,-6.2250
440,36,fast,75,0.4,0,8,0.3750,1,1.12841,0.14858,-6.1413
441,36,fast,100,0.4,0,9,0.5000,1,1.12519,0.14461,-6.0970
442,36,fast,150,0.4,0,10,0.7500,1,1.12815,0.14784,-6.2036
443,36,fast,200,0.4,0,11,1.0000,1,1.13046,0.15173,-6.1257
444,37,fast,0,0.4,0,0,0.0000,1,1.12803,0.15113,-6.0264
445,37,fast,5,0.4,0,1,0.0250,1,1.11898,0.13796,-5.5553
446,37,fast,10,0.4,0,2,0.0500,1,1.11842,0.13754,-5.6357
447,37,fast,15,0.4,0,3,0.0750,1,1.11881,0.13797,-5.6911
448,37,fast,20,0.4,0,4,0.1000,1,1.12425,0.14470,-5.6769
449,37,fast,30,0.4,0,5,0.1500,1,1.11842,0.13791,-5.5681
450,37,fast,40,0.4,0,6,0.2000,1,1.12079,0.14180,-5.5745
451,37,fast,50,0.4,0,7,0.2500,1,1.12104,0.14047,-5.5998
452,37,fast,75,0.4,0,8,0.3750,1,1.11938,0.13777,-5.6292
453,37,fast,100,0.4,0,9,0.5000,1,1.11712,0.13488,-5.6155
454,37,fast,150,0.4,0,10,0.7500,1,1.11948,0.13859,-5.6306
455,37,fast,200,0.4,0,11,1.0000,1,1.11762,0.13604,-5.6553
456,38,fast,0,0.4,0,0,0.0000,1,1.12105,0.14283,-5.9600
457,38,fast,5,0.4,0,1,0.0250,1,1.12393,0.14545,-5.4158
458,38,fast,10,0.4,0,2,0.0500,1,1.12782,0.15062,-5.4475
459,38,fast,15,0.4,0,3,0.0750,1,1.12478,0.14691,-5.3929
460,38,fast,20,0.4,0,4,0.1000,1,1.12389,0.14544,-5.5300
461,38,fast,30,0.4,0,5,0.1500,1,1.12552,0.14746,-5.5625
462,38,fast,40,0.4,0,6,0.2000,1,1.12486,0.14724,-5.4464
463,38,fast,50,0.4,0,7,0.2500,1,1.12315,0.14559,-5.4896
464,38,fast,75,0.4,0,8,0.3750,1,1.12798,0.15086,-5.5930
465,38,fast,100,0.4,0,9,0.5000,1,1.13798,0.16367,-6.1580
466,38,fast,150,0.4,0,10,0.7500,1,1.13726,0.16266,-6.1078
467,38,fast,200,0.4,0,11,1.0000,1,1.13655,0.16327,-6.2024
468,39,fast,0,0.4,0,0,0.0000,1,1.12443,0.14607,-6.0120
469,39,fast,5,0.4,0,1,0.0250,1,1.12816,0.14998,-5.5197
470,39,fast,10,0.4,0,2,0.0500,1,1.12812,0.15037,-5.6452
471,39,fast,15,0.4,0,3,0.0750,1,1.12639,0.14793,-5.6064
472,39,fast,20,0.4,0,4,0.1000,1,1.12988,0.15162,-5.6338
473,39,fast,30,0.4,0,5,0.1500,1,1.12948,0.15020,-6.1426
474,39,fast,40,0.4,0,6,0.2000,1,1.13008,0.15027,-6.1820
475,39,fast,50,0.4,0,7,0.2500,1,1.13368,0.15446,-6.1554
476,39,fast,75,0.4,0,8,0.3750,1,1.12742,0.14808,-6.1738
477,39,fast,100,0.4,0,9,0.5000,1,1.13228,0.15340,-6.1657
478,39,fast,150,0.4,0,10,0.7500,1,1.12865,0.14898,-6.1276
479,39,fast,200,0.4,0,11,1.0000,1,1.13110,0.15173,-6.1481
480,40,fast,0,0.4,0,0,0.0000,1,1.12147,0.14428,-5.9208
481,40,fast,5,0.4,0,1,0.0250,1,1.12620,0.15008,-5.3387
482,40,fast,10,0.4,0,2,0.0500,1,1.12278,0.14517,-5.5545
483,40,fast,15,0.4,0,3,0.0750,1,1.12664,0.14839,-5.5799
484,40,fast,20,0.4,0,4,0.1000,1,1.12469,0.14624,-5.5024
485,40,fast,30,0.4,0,5,0.1500,1,1.12907,0.15215,-5.6994
486,40,fast,40,0.4,0,6,0.2000,1,1.13313,0.15743,-5.8387
487,40,fast,50,0.4,0,7,0.2500,1,1.13232,0.15687,-5.8394
488,40,fast,75,0.4,0,8,0.3750,1,1.13255,0.15593,-5.9456
489,40,fast,100,0.4,0,9,0.5000,1,1.13027,0.15350,-5.9163
490,40,fast,150,0.4,0,10,0.7500,1,1.13177,0.15578,-5.9191
491,40,fast,200,0.4,0,11,1.0000,1,1.13307,0.15710,-5.8304
492,41,fast,0,0.4,0,0,0.0000,1,1.12298,0.14488,-6.0668
493,41,fast,5,0.4,0,1,0.0250,1,1.13008,0.15078,-6.1466
494,41,fast,10,0.4,0,2,0.0500,1,1.13008,0.15087,-6.1150
495,41,fast,15,0.4,0,3,0.0750,1,1.12954,0.15053,-6.1392
496,41,fast,20,0.4,0,4,0.1000,1,1.12868,0.15010,-6.1497
497,41,fast,30,0.4,0,5,0.1500,1,1.12509,0.14418,-6.1317
498,41,fast,40,0.4,0,6,0.2000,1,1.12486,0.14406,-6.1798
499,41,fast,50,0.4,0,7,0.2500,1,1.12819,0.14813,-6.2588
500,41,fast,75,0.4,0,8,0.3750,1,1.12667,0.14562,-6.2072
501,41,fast,100,0.4,0,9,0.5000,1,1.12622,0.14590,-6.0791
502,41,fast,150,0.4,0,10,0.7500,1,1.12804,0.14767,-6.1971
503,41,fast,200,0.4,0,11,1.0000,1,1.12748,0.14677,-6.2201
504,42,fast,0,0.4,0,0,0.0000,1,1.12350,0.14622,-5.9544
505,42,fast,5,0.4,0,1,0.0250,1,1.12627,0.15048,-5.4542
506,42,fast,10,0.4,0,2,0.0500,1,1.12344,0.14767,-5.4924
507,42,fast,15,0.4,0,3,0.0750,1,1.12067,0.14368,-5.3698
508,42,fast,20,0.4,0,4,0.1000,1,1.12249,0.14650,-5.3198
509,42,fast,30,0.4,0,5,0.1500,1,1.12275,0.14661,-5.4636
510,42,fast,40,0.4,0,6,0.2000,1,1.11744,0.13846,-5.5048
511,42,fast,50,0.4,0,7,0.2500,1,1.12406,0.14463,-6.1405
512,42,fast,75,0.4,0,8,0.3750,1,1.12037,0.14032,-6.0999
513,42,fast,100,0.4,0,9,0.5000,1,1.12168,0.14018,-6.2185
514,42,fast,150,0.4,0,10,0.7500,1,1.12289,0.14184,-6.2002
515,42,fast,200,0.4,0,11,1.0000,1,1.12129,0.13975,-6.2816
516,43,fast,0,0.4,0,0,0.0000,1,1.12214,0.14575,-5.8615
517,43,fast,5,0.4,0,1,0.0250,1,1.12372,0.14862,-5.3121
518,43,fast,10,0.4,0,2,0.0500,1,1.11668,0.13984,-5.4087
519,43,fast,15,0.4,0,3,0.0750,1,1.12058,0.14354,-5.3461
520,43,fast,20,0.4,0,4,0.1000,1,1.11966,0.14398,-5.3750
521,43,fast,30,0.4,0,5,0.1500,1,1.12402,0.14785,-5.2774
522,43,fast,40,0.4,0,6,0.2000,1,1.12217,0.14524,-5.3624
523,43,fast,50,0.4,0,7,0.2500,1,1.13278,0.15695,-5.9806
524,43,fast,75,0.4,0,8,0.3750,1,1.13130,0.15589,-6.0784
525,43,fast,100,0.4,0,9,0.5000,1,1.13602,0.16072,-6.0863
526,43,fast,150,0.4,0,10,0.7500,1,1.13351,0.15874,-6.0129
527,43,fast,200,0.4,0,11,1.0000,1,1.13820,0.16240,-6.0779
528,44,fast,0,0.4,0,0,0.0000,1,1.12182,0.14481,-5.9922
529,44,fast,5,0.4,0,1,0.0250,1,1.12482,0.14958,-5.3666
530,44,fast,10,0.4,0,2,0.0500,1,1.12410,0.14859,-5.3501
531,44,fast,15,0.4,0,3,0.0750,1,1.12386,0.14871,-5.3914
532,44,fast,20,0.4,0,4,0.1000,1,1.12659,0.15031,-5.4269
533,44,fast,30,0.4,0,5,0.1500,1,1.12508,0.14842,-5.4408
534,44,fast,40,0.4,0,6,0.2000,1,1.12474,0.14887,-5.4237
535,44,fast,50,0.4,0,7,0.2500,1,1.12269,0.14677,-5.4418
536,44,fast,75,0.4,0,8,0.3750,1,1.12485,0.14798,-5.4819
537,44,fast,100,0.4,0,9,0.5000,1,1.12210,0.14518,-5.4528
538,44,fast,150,0.4,0,10,0.7500,1,1.12595,0.14996,-5.5052
539,44,fast,200,0.4,0,11,1.0000,1,1.12372,0.14733,-5.4593
540,45,fast,0,0.4,0,0,0.0000,1,1.12392,0.14591,-6.0062
541,45,fast,5,0.4,0,1,0.0250,1,1.12311,0.14646,-5.3548
542,45,fast,10,0.4,0,2,0.0500,1,1.12551,0.14814,-5.4040
543,45,fast,15,0.4,0,3,0.0750,1,1.12678,0.14928,-5.2746
544,45,fast,20,0.4,0,4,0.1000,1,1.12534,0.14827,-5.3581
545,45,fast,30,0.4,0,5,0.1500,1,1.12438,0.14722,-5.2805
546,45,fast,40,0.4,0,6,0.2000,1,1.12630,0.14960,-5.3823
547,45,fast,50,0.4,0,7,0.2500,1,1.12615,0.14999,-5.3731
548,45,fast,75,0.4,0,8,0.3750,1,1.12309,0.14664,-5.3295
549,45,fast,100,0.4,0,9,0.5000,1,1.12111,0.14503,-5.3914
550,45,fast,150,0.4,0,10,0.7500,1,1.12328,0.14388,-6.1026
551,45,fast,200,0.4,0,11,1.0000,1,1.12025,0.13954,-6.0985
552,46,fast,0,0.4,0,0,0.0000,1,1.12241,0.14400,-6.0913
553,46,fast,5,0.4,0,1,0.0250,1,1.12567,0.14879,-5.3954
554,46,fast,10,0.4,0,2,0.0500,1,1.13021,0.15296,-5.7806
555,46,fast,15,0.4,0,3,0.0750,1,1.13260,0.15667,-6.3006
556,46,fast,20,0.4,0,4,0.1000,1,1.13533,0.15952,-6.2396
557,46,fast,30,0.4,0,5,0.1500,1,1.13155,0.15576,-6.2734
558,46,fast,40,0.4,0,6,0.2000,1,1.13024,0.15427,-6.3489
559,46,fast,50,0.4,0,7,0.2500,1,1.13150,0.15493,-6.3351
560,46,fast,75,0.4,0,8,0.3750,1,1.13686,0.16068,-6.4549
561,46,fast,100,0.4,0,9,0.5000,1,1.13461,0.15787,-6.3801
562,46,fast,150,0.4,0,10,0.7500,1,1.13358,0.15714,-6.4760
563,46,fast,200,0.4,0,11,1.0000,1,1.13596,0.15942,-6.3444
564,47,fast,0,0.4,0,0,0.0000,1,1.12803,0.15036,-6.0027
565,47,fast,5,0.4,0,1,0.0250,1,1.12594,0.14841,-5.4096
566,47,fast,10,0.4,0,2,0.0500,1,1.12851,0.15201,-5.5105
567,47,fast,15,0.4,0,3,0.0750,1,1.14499,0.17018,-6.8370
568,47,fast,20,0.4,0,4,0.1000,1,1.14226,0.16745,-6.8146
569,47,fast,30,0.4,0,5,0.1500,1,1.14450,0.16952,-6.8317
570,47,fast,40,0.4,0,6,0.2000,1,1.14366,0.16887,-6.8433
571,47,fast,50,0.4,0,7,0.2500,1,1.14459,0.16999,-6.8262
572,47,fast,75,0.4,0,8,0.3750,1,1.14400,0.16918,-6.8456
573,47,fast,100,0.4,0,9,0.5000,1,1.14073,0.16619,-6.8375
574,47,fast,150,0.4,0,10,0.7500,1,1.14120,0.16667,-6.8453
575,47,fast,200,0.4,0,11,1.0000,1,1.14450,0.16963,-6.7994
576,48,fast,0,0.4,0,0,0.0000,1,1.12172,0.14400,-5.9810
577,48,fast,5,0.4,0,1,0.0250,1,1.12848,0.15265,-5.5995
578,48,fast,10,0.4,0,2,0.0500,1,1.12644,0.15012,-5.5454
579,48,fast,15,0.4,0,3,0.0750,1,1.12151,0.14418,-5.6714
580,48,fast,20,0.4,0,4,0.1000,1,1.12735,0.14920,-5.8597
581,48,fast,30,0.4,0,5,0.1500,1,1.12943,0.15175,-5.8481
582,48,fast,40,0.4,0,6,0.2000,1,1.12369,0.14539,-5.7923
583,48,fast,50,0.4,0,7,0.2500,1,1.12756,0.14923,-5.8038
584,48,fast,75,0.4,0,8,0.3750,1,1.12616,0.14773,-5.8527
585,48,fast,100,0.4,0,9,0.5000,1,1.12809,0.15019,-5.7852
586,48,fast,150,0.4,0,10,0.7500,1,1.13052,0.15157,-5.8028
587,48,fast,200,0.4,0,11,1.0000,1,1.12768,0.14986,-5.7884
588,49,fast,0,0.4,0,0,0.0000,1,1.12583,0.14782,-5.9871
589,49,fast,5,0.4,0,1,0.0250,1,1.12040,0.14359,-5.3654
590,49,fast,10,0.4,0,2,0.0500,1,1.12445,0.14898,-5.3944
591,49,fast,15,0.4,0,3,0.0750,1,1.12717,0.14970,-5.3806
592,49,fast,20,0.4,0,4,0.1000,1,1.12456,0.14866,-5.4207
593,49,fast,30,0.4,0,5,0.1500,1,1.12461,0.14832,-5.4035
594,49,fast,40,0.4,0,6,0.2000,1,1.12514,0.14969,-5.3628
595,49,fast,50,0.4,0,7,0.2500,1,1.12618,0.15022,-5.3809
596,49,fast,75,0.4,0,8,0.3750,1,1.13016,0.15348,-6.2455
597,49,fast,100,0.4,0,9,0.5000,1,1.13761,0.16103,-6.3704
598,49,fast,150,0.4,0,10,0.7500,1,1.13755,0.16098,-6.4033
599,49,fast,200,0.4,0,11,1.0000,1,1.13329,0.15694,-6.4599
600,50,fast,0,0.4,0,0,0.0000,1,1.10639,0.11713,-6.6753
601,50,fast,5,0.4,0,1,0.0250,1,1.12541,0.14575,-6.1617
602,50,fast,10,0.4,0,2,0.0500,1,1.12944,0.15042,-6.1160
603,50,fast,15,0.4,0,3,0.0750,1,1.12749,0.14685,-6.0973
604,50,fast,20,0.4,0,4,0.1000,1,1.12375,0.14304,-6.2253
605,50,fast,30,0.4,0,5,0.1500,1,1.12761,0.14704,-6.2273
606,50,fast,40,0.4,0,6,0.2000,1,1.12775,0.14795,-6.1614
607,50,fast,50,0.4,0,7,0.2500,1,1.12361,0.14322,-6.1517
608,50,fast,75,0.4,0,8,0.3750,1,1.12774,0.14781,-6.1074
609,50,fast,100,0.4,0,9,0.5000,1,1.12826,0.14801,-6.2403
610,50,fast,150,0.4,0,10,0.7500,1,1.12675,0.14556,-6.2384
611,50,fast,200,0.4,0,11,1.0000,1,1.12637,0.14645,-6.2157
612,51,fast,0,0.4,0,0,0.0000,1,1.12234,0.14418,-6.0301
613,51,fast,5,0.4,0,1,0.0250,1,1.12995,0.15432,-5.3296
614,51,fast,10,0.4,0,2,0.0500,1,1.12437,0.14782,-5.6472
615,51,fast,15,0.4,0,3,0.0750,1,1.13366,0.15694,-5.7696
616,51,fast,20,0.4,0,4,0.1000,1,1.13553,0.15814,-6.0273
617,51,fast,30,0.4,0,5,0.1500,1,1.13991,0.16397,-6.2351
618,51,fast,40,0.4,0,6,0.2000,1,1.14038,0.16405,-6.2870
619,51,fast,50,0.4,0,7,0.2500,1,1.13822,0.16261,-6.2573
620,51,fast,75,0.4,0,8,0.3750,1,1.13968,0.16401,-6.1969
621,51,fast,100,0.4,0,9,0.5000,1,1.13929,0.16339,-6.2888
622,51,fast,150,0.4,0,10,0.7500,1,1.14094,0.16529,-6.2453
623,51,fast,200,0.4,0,11,1.0000,1,1.14003,0.16413,-6.2231
624,52,fast,0,0.4,0,0,0.0000,1,1.12729,0.15070,-6.0832
625,52,fast,5,0.4,0,1,0.0250,1,1.12711,0.15100,-5.4708
626,52,fast,10,0.4,0,2,0.0500,1,1.12381,0.14594,-5.5644
627,52,fast,15,0.4,0,3,0.0750,1,1.12805,0.14935,-5.9623
628,52,fast,20,0.4,0,4,0.1000,1,1.12818,0.14847,-6.0814
629,52,fast,30,0.4,0,5,0.1500,1,1.12698,0.14781,-5.9553
630,52,fast,40,0.4,0,6,0.2000,1,1.12817,0.14841,-6.0949
631,52,fast,50,0.4,0,7,0.2500,1,1.12908,0.14982,-6.1088
632,52,fast,75,0.4,0,8,0.3750,1,1.12720,0.14849,-5.9912
633,52,fast,100,0.4,0,9,0.5000,1,1.12812,0.14910,-5.9909
634,52,fast,150,0.4,0,10,0.7500,1,1.12730,0.14819,-5.9618
635,52,fast,200,0.4,0,11,1.0000,1,1.12755,0.14804,-6.0395
636,53,fast,0,0.4,0,0,0.0000,1,1.12312,0.14487,-6.0282
637,53,fast,5,0.4,0,1,0.0250,1,1.11209,0.12649,-6.0473
638,53,fast,10,0.4,0,2,0.0500,1,1.12630,0.14681,-6.1264
639,53,fast,15,0.4,0,3,0.0750,1,1.13376,0.15523,-6.1942
640,53,fast,20,0.4,0,4,0.1000,1,1.13162,0.15208,-6.1427
641,53,fast,30,0.4,0,5,0.1500,1,1.13335,0.15357,-6.2509
642,53,fast,40,0.4,0,6,0.2000,1,1.13063,0.15236,-6.0740
643,53,fast,50,0.4,0,7,0.2500,1,1.12982,0.14973,-6.1447
644,53,fast,75,0.4,0,8,0.3750,1,1.12879,0.14989,-6.1754
645,53,fast,100,0.4,0,9,0.5000,1,1.13105,0.15167,-6.1485
646,53,fast,150,0.4,0,10,0.7500,1,1.12646,0.14563,-6.2309
647,53,fast,200,0.4,0,11,1.0000,1,1.12567,0.14543,-6.1488
648,54,fast,0,0.4,0,0,0.0000,1,1.12820,0.15097,-5.9997
649,54,fast,5,0.4,0,1,0.0250,1,1.12498,0.14873,-5.4281
650,54,fast,10,0.4,0,2,0.0500,1,1.12596,0.14972,-5.2128
651,54,fast,15,0.4,0,3,0.0750,1,1.12604,0.14968,-5.3400
652,54,fast,20,0.4,0,4,0.1000,1,1.12531,0.14861,-5.3113
653,54,fast,30,0.4,0,5,0.1500,1,1.12533,0.14857,-5.3298
654,54,fast,40,0.4,0,6,0.2000,1,1.14370,0.16938,-6.6194
655,54,fast,50,0.4,0,7,0.2500,1,1.14214,0.16745,-6.7694
656,54,fast,75,0.4,0,8,0.3750,1,1.14400,0.16910,-6.8180
657,54,fast,100,0.4,0,9,0.5000,1,1.14615,0.17094,-6.8615
658,54,fast,150,0.4,0,10,0.7500,1,1.14260,0.16814,-6.8115
659,54,fast,200,0.4,0,11,1.0000,1,1.14342,0.16870,-6.7974
660,55,fast,0,0.4,0,0,0.0000,1,1.12224,0.14540,-5.9994
661,55,fast,5,0.4,0,1,0.0250,1,1.12444,0.14758,-5.4151
662,55,fast,10,0.4,0,2,0.0500,1,1.12551,0.14864,-5.3544
663,55,fast,15,0.4,0,3,0.0750,1,1.12381,0.14631,-5.5046
664,55,fast,20,0.4,0,4,0.1000,1,1.12386,0.14597,-5.5252
665,55,fast,30,0.4,0,5,0.1500,1,1.12685,0.14933,-5.4444
666,55,fast,40,0.4,0,6,0.2000,1,1.12462,0.14544,-5.6148
667,55,fast,50,0.4,0,7,0.2500,1,1.13256,0.15324,-6.0927
668,55,fast,75,0.4,0,8,0.3750,1,1.12935,0.15021,-6.1135
669,55,fast,100,0.4,0,9,0.5000,1,1.13080,0.15159,-6.1309
670,55,fast,150,0.4,0,10,0.7500,1,1.12774,0.14746,-6.1666
671,55,fast,200,0.4,0,11,1.0000,1,1.12699,0.14721,-6.1056
672,56,fast,0,0.4,0,0,0.0000,1,1.12398,0.14703,-6.0461
673,56,fast,5,0.4,0,1,0.0250,1,1.12396,0.14731,-5.3686
674,56,fast,10,0.4,0,2,0.0500,1,1.12628,0.15048,-5.4291
675,56,fast,15,0.4,0,3,0.0750,1,1.12226,0.14548,-5.4905
676,56,fast,20,0.4,0,4,0.1000,1,1.12541,0.14731,-5.5336
677,56,fast,30,0.4,0,5,0.1500,1,1.12609,0.14682,-5.9389
678,56,fast,40,0.4,0,6,0.2000,1,1.12726,0.15030,-5.9389
679,56,fast,50,0.4,0,7,0.2500,1,1.12761,0.14966,-5.8813
680,56,fast,75,0.4,0,8,0.3750,1,1.13065,0.15345,-5.8849
681,56,fast,100,0.4,0,9,0.5000,1,1.13024,0.15274,-5.9605
682,56,fast,150,0.4,0,10,0.7500,1,1.12615,0.14752,-5.9139
683,56,fast,200,0.4,0,11,1.0000,1,1.12766,0.15025,-5.9578
684,57,fast,0,0.4,0,0,0.0000,1,1.12931,0.15091,-6.2961
685,57,fast,5,0.4,0,1,0.0250,1,1.12902,0.14926,-6.0468
686,57,fast,10,0.4,0,2,0.0500,1,1.13001,0.15023,-6.1263
687,57,fast,15,0.4,0,3,0.0750,1,1.13069,0.15115,-6.0497
688,57,fast,20,0.4,0,4,0.1000,1,1.12694,0.14814,-6.0804
689,57,fast,30,0.4,0,5,0.1500,1,1.12472,0.14475,-6.1843
690,57,fast,40,0.4,0,6,0.2000,1,1.12363,0.14277,-6.2478
691,57,fast,50,0.4,0,7,0.2500,1,1.12775,0.14748,-6.1911
692,57,fast,75,0.4,0,8,0.3750,1,1.12948,0.14985,-6.1934
693,57,fast,100,0.4,0,9,0.5000,1,1.12529,0.14511,-6.2088
