idx,glass_id,cooling_type,fatigue_cycles,t_battery,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,energy
346,28,fast,150,0.38,0,10,0.7500,1,1.12898,0.14941,-6.2497
347,28,fast,200,0.38,0,11,1.0000,1,1.12682,0.14676,-6.1991
348,29,fast,0,0.38,0,0,0.0000,1,1.12801,0.15093,-5.9251
349,29,fast,5,0.38,0,1,0.0250,1,1.12222,0.14417,-5.3689
350,29,fast,10,0.38,0,2,0.0500,1,1.12211,0.14272,-5.5359
351,29,fast,15,0.38,0,3,0.0750,1,1.12569,0.14781,-5.8884
352,29,fast,20,0.38,0,4,0.1000,1,1.12833,0.15046,-5.9367
353,29,fast,30,0.38,0,5,0.1500,1,1.12723,0.14955,-5.9419
354,29,fast,40,0.38,0,6,0.2000,1,1.13685,0.16193,-6.0821
355,29,fast,50,0.38,0,7,0.2500,1,1.13536,0.16142,-6.0668
356,29,fast,75,0.38,0,8,0.3750,1,1.13963,0.16605,-6.0304
357,29,fast,100,0.38,0,9,0.5000,1,1.13897,0.16539,-6.1445
358,29,fast,150,0.38,0,10,0.7500,1,1.13711,0.16322,-6.0695
359,29,fast,200,0.38,0,11,1.0000,1,1.13927,0.16569,-6.0274
360,30,fast,0,0.38,0,0,0.0000,1,1.11646,0.13269,-6.7162
361,30,fast,5,0.38,0,1,0.0250,1,1.12849,0.14937,-6.1430
362,30,fast,10,0.38,0,2,0.0500,1,1.13143,0.15224,-6.1408
363,30,fast,15,0.38,0,3,0.0750,1,1.12079,0.13895,-6.2925
364,30,fast,20,0.38,0,4,0.1000,1,1.13001,0.15075,-6.2089
365,30,fast,30,0.38,0,5,0.1500,1,1.12212,0.14113,-6.1280
366,30,fast,40,0.38,0,6,0.2000,1,1.12920,0.14997,-6.2372
367,30,fast,50,0.38,0,7,0.2500,1,1.12523,0.14464,-6.1747
368,30,fast,75,0.38,0,8,0.3750,1,1.13160,0.15308,-6.2324
369,30,fast,100,0.38,0,9,0.5000,1,1.12500,0.14443,-6.1269
370,30,fast,150,0.38,0,10,0.7500,1,1.12455,0.14353,-6.2779
371,30,fast,200,0.38,0,11,1.0000,1,1.12382,0.14288,-6.1586
372,31,fast,0,0.38,0,0,0.0000,1,1.12948,0.15345,-6.0493
373,31,fast,5,0.38,0,1,0.0250,1,1.13101,0.15587,-6.1743
374,31,fast,10,0.38,0,2,0.0500,1,1.12975,0.15393,-6.0859
375,31,fast,15,0.38,0,3,0.0750,1,1.13439,0.15813,-6.5192
376,31,fast,20,0.38,0,4,0.1000,1,1.13489,0.15813,-6.5309
377,31,fast,30,0.38,0,5,0.1500,1,1.13409,0.15718,-6.4640
378,31,fast,40,0.38,0,6,0.2000,1,1.13518,0.15867,-6.3910
379,31,fast,50,0.38,0,7,0.2500,1,1.13335,0.15701,-6.4942
380,31,fast,75,0.38,0,8,0.3750,1,1.13370,0.15669,-6.5310
381,31,fast,100,0.38,0,9,0.5000,1,1.13501,0.15825,-6.4415
382,31,fast,150,0.38,0,10,0.7500,1,1.13373,0.15714,-6.4175
383,31,fast,200,0.38,0,11,1.0000,1,1.13296,0.15654,-6.3307
384,32,fast,0,0.38,0,0,0.0000,1,1.12647,0.14949,-5.9604
385,32,fast,5,0.38,0,1,0.0250,1,1.12630,0.14881,-5.5133
386,32,fast,10,0.38,0,2,0.0500,1,1.13212,0.15649,-6.3730
387,32,fast,15,0.38,0,3,0.0750,1,1.13690,0.16096,-6.4200
388,32,fast,20,0.38,0,4,0.1000,1,1.13416,0.15740,-6.3584
389,32,fast,30,0.38,0,5,0.1500,1,1.13547,0.15920,-6.4509
390,32,fast,40,0.38,0,6,0.2000,1,1.13306,0.15735,-6.3996
391,32,fast,50,0.38,0,7,0.2500,1,1.13405,0.15695,-6.4848
392,32,fast,75,0.38,0,8,0.3750,1,1.13350,0.15693,-6.5287
393,32,fast,100,0.38,0,9,0.5000,1,1.13629,0.15958,-6.4319
394,32,fast,150,0.38,0,10,0.7500,1,1.13402,0.15784,-6.4081
395,32,fast,200,0.38,0,11,1.0000,1,1.13675,0.15992,-6.4906
396,33,fast,0,0.38,0,0,0.0000,1,1.12624,0.14865,-6.0591
397,33,fast,5,0.38,0,1,0.0250,1,1.13152,0.15517,-5.4557
398,33,fast,10,0.38,0,2,0.0500,1,1.12635,0.15044,-5.4201
399,33,fast,15,0.38,0,3,0.0750,1,1.12754,0.15164,-5.4693
400,33,fast,20,0.38,0,4,0.1000,1,1.12737,0.15150,-5.5529
401,33,fast,30,0.38,0,5,0.1500,1,1.12751,0.15235,-5.5235
402,33,fast,40,0.38,0,6,0.2000,1,1.12611,0.14918,-5.5746
403,33,fast,50,0.38,0,7,0.2500,1,1.13208,0.15627,-5.6585
404,33,fast,75,0.38,0,8,0.3750,1,1.12917,0.15305,-5.7419
405,33,fast,100,0.38,0,9,0.5000,1,1.13716,0.16254,-6.0544
406,33,fast,150,0.38,0,10,0.7500,1,1.14193,0.16761,-6.3749
407,33,fast,200,0.38,0,11,1.0000,1,1.14213,0.16788,-6.3405
408,34,fast,0,0.38,0,0,0.0000,1,1.12853,0.14848,-6.7353
409,34,fast,5,0.38,0,1,0.0250,1,1.12949,0.15072,-6.1556
410,34,fast,10,0.38,0,2,0.0500,1,1.12887,0.15022,-6.2445
411,34,fast,15,0.38,0,3,0.0750,1,1.13118,0.15281,-6.1252
412,34,fast,20,0.38,0,4,0.1000,1,1.12872,0.14952,-6.1724
413,34,fast,30,0.38,0,5,0.1500,1,1.12349,0.14194,-6.3335
414,34,fast,40,0.38,0,6,0.2000,1,1.12659,0.14595,-6.2324
415,34,fast,50,0.38,0,7,0.2500,1,1.12674,0.14637,-6.3186
416,34,fast,75,0.38,0,8,0.3750,1,1.12257,0.14167,-6.2506
417,34,fast,100,0.38,0,9,0.5000,1,1.12486,0.14336,-6.1997
418,34,fast,150,0.38,0,10,0.7500,1,1.12380,0.14246,-6.2598
419,34,fast,200,0.38,0,11,1.0000,1,1.12448,0.14371,-6.2830
420,35,fast,0,0.38,0,0,0.0000,1,1.12106,0.14341,-6.0075
421,35,fast,5,0.38,0,1,0.0250,1,1.12520,0.14943,-5.4577
422,35,fast,10,0.38,0,2,0.0500,1,1.12193,0.14620,-5.4810
423,35,fast,15,0.38,0,3,0.0750,1,1.12221,0.14596,-5.5364
424,35,fast,20,0.38,0,4,0.1000,1,1.12557,0.14894,-5.4194
425,35,fast,30,0.38,0,5,0.1500,1,1.12363,0.14691,-5.4663
426,35,fast,40,0.38,0,6,0.2000,1,1.12549,0.14892,-5.4395
427,35,fast,50,0.38,0,7,0.2500,1,1.12362,0.14723,-5.4277
428,35,fast,75,0.38,0,8,0.3750,1,1.12504,0.14852,-5.4412
429,35,fast,100,0.38,0,9,0.5000,1,1.12185,0.14492,-5.3901
430,35,fast,150,0.38,0,10,0.7500,1,1.12153,0.14286,-5.4668
431,35,fast,200,0.38,0,11,1.0000,1,1.12105,0.14205,-5.5875
432,36,fast,0,0.38,0,0,0.0000,1,1.10232,0.10879,-6.6337
433,36,fast,5,0.38,0,1,0.0250,1,1.13175,0.15270,-6.1465
434,36,fast,10,0.38,0,2,0.0500,1,1.12675,0.14716,-6.2667
435,36,fast,15,0.38,0,3,0.0750,1,1.12837,0.14893,-6.2074
436,36,fast,20,0.38,0,4,0.1000,1,1.13346,0.15442,-6.2480
437,36,fast,30,0.38,0,5,0.1500,1,1.12935,0.15001,-6.2243
438,36,fast,40,0.38,0,6,0.2000,1,1.12890,0.15069,-6.1566
439,36,fast,50,0.38,0,7,0.2500,1,1.12991,0.15021,-6.2422
440,36,fast,75,0.38,0,8,0.3750,1,1.12832,0.14865,-6.2113
441,36,fast,100,0.38,0,9,0.5000,1,1.13598,0.15701,-6.1582
442,36,fast,150,0.38,0,10,0.7500,1,1.12716,0.14856,-6.1332
443,36,fast,200,0.38,0,11,1.0000,1,1.12753,0.14719,-6.2350
444,37,fast,0,0.38,0,0,0.0000,1,1.12396,0.14536,-5.9891
445,37,fast,5,0.38,0,1,0.0250,1,1.11852,0.13694,-6.0204
446,37,fast,10,0.38,0,2,0.0500,1,1.13014,0.15054,-6.1787
447,37,fast,15,0.38,0,3,0.0750,1,1.13245,0.15412,-6.2213
448,37,fast,20,0.38,0,4,0.1000,1,1.12906,0.14900,-6.1375
449,37,fast,30,0.38,0,5,0.1500,1,1.13096,0.15126,-6.1712
450,37,fast,40,0.38,0,6,0.2000,1,1.12973,0.15036,-6.1709
451,37,fast,50,0.38,0,7,0.2500,1,1.13155,0.15212,-6.1733
452,37,fast,75,0.38,0,8,0.3750,1,1.12335,0.14283,-6.1787
453,37,fast,100,0.38,0,9,0.5000,1,1.12864,0.14938,-6.2451
454,37,fast,150,0.38,0,10,0.7500,1,1.12928,0.14960,-6.2162
455,37,fast,200,0.38,0,11,1.0000,1,1.12806,0.14783,-6.2494
456,38,fast,0,0.38,0,0,0.0000,1,1.12099,0.14307,-5.9971
457,38,fast,5,0.38,0,1,0.0250,1,1.11821,0.14048,-5.5953
458,38,fast,10,0.38,0,2,0.0500,1,1.12389,0.14586,-5.4077
459,38,fast,15,0.38,0,3,0.0750,1,1.12303,0.14583,-5.4869
460,38,fast,20,0.38,0,4,0.1000,1,1.11875,0.14100,-5.4770
461,38,fast,30,0.38,0,5,0.1500,1,1.11784,0.13729,-5.7049
462,38,fast,40,0.38,0,6,0.2000,1,1.11435,0.13230,-5.7715
463,38,fast,50,0.38,0,7,0.2500,1,1.11281,0.13021,-5.8293
464,38,fast,75,0.38,0,8,0.3750,1,1.11165,0.12765,-5.8661
465,38,fast,100,0.38,0,9,0.5000,1,1.11496,0.13257,-5.8792
466,38,fast,150,0.38,0,10,0.7500,1,1.11503,0.13204,-5.7850
467,38,fast,200,0.38,0,11,1.0000,1,1.11734,0.13475,-5.8851
468,39,fast,0,0.38,0,0,0.0000,1,1.11484,0.13176,-6.3162
469,39,fast,5,0.38,0,1,0.0250,1,1.10425,0.11409,-6.0941
470,39,fast,10,0.38,0,2,0.0500,1,1.11857,0.13654,-6.0629
471,39,fast,15,0.38,0,3,0.0750,1,1.12881,0.15008,-6.1116
472,39,fast,20,0.38,0,4,0.1000,1,1.12624,0.14596,-6.2307
473,39,fast,30,0.38,0,5,0.1500,1,1.12938,0.14947,-6.2225
474,39,fast,40,0.38,0,6,0.2000,1,1.13280,0.15352,-6.2554
475,39,fast,50,0.38,0,7,0.2500,1,1.12225,0.14133,-6.1580
476,39,fast,75,0.38,0,8,0.3750,1,1.12888,0.14930,-6.1779
477,39,fast,100,0.38,0,9,0.5000,1,1.12807,0.14847,-6.2295
478,39,fast,150,0.38,0,10,0.7500,1,1.12494,0.14422,-6.1986
479,39,fast,200,0.38,0,11,1.0000,1,1.12681,0.14672,-6.3103
480,40,fast,0,0.38,0,0,0.0000,1,1.10286,0.11021,-6.6231
481,40,fast,5,0.38,0,1,0.0250,1,1.10597,0.11673,-6.1060
482,40,fast,10,0.38,0,2,0.0500,1,1.12968,0.15009,-6.2034
483,40,fast,15,0.38,0,3,0.0750,1,1.12863,0.14837,-6.1886
484,40,fast,20,0.38,0,4,0.1000,1,1.13140,0.15240,-6.3100
485,40,fast,30,0.38,0,5,0.1500,1,1.13617,0.15659,-6.1285
486,40,fast,40,0.38,0,6,0.2000,1,1.13383,0.15506,-6.1909
487,40,fast,50,0.38,0,7,0.2500,1,1.13088,0.15152,-6.2360
488,40,fast,75,0.38,0,8,0.3750,1,1.13431,0.15599,-6.2211
489,40,fast,100,0.38,0,9,0.5000,1,1.13091,0.15215,-6.2070
490,40,fast,150,0.38,0,10,0.7500,1,1.13218,0.15265,-6.2030
491,40,fast,200,0.38,0,11,1.0000,1,1.12699,0.14660,-6.2129
492,41,fast,0,0.38,0,0,0.0000,1,1.12398,0.14632,-6.0079
493,41,fast,5,0.38,0,1,0.0250,1,1.12358,0.14678,-5.4944
494,41,fast,10,0.38,0,2,0.0500,1,1.13869,0.16507,-6.0348
495,41,fast,15,0.38,0,3,0.0750,1,1.14030,0.16662,-5.9709
496,41,fast,20,0.38,0,4,0.1000,1,1.14131,0.16744,-6.1059
497,41,fast,30,0.38,0,5,0.1500,1,1.13761,0.16491,-6.0260
498,41,fast,40,0.38,0,6,0.2000,1,1.13813,0.16547,-5.9701
499,41,fast,50,0.38,0,7,0.2500,1,1.13568,0.16094,-6.1234
500,41,fast,75,0.38,0,8,0.3750,1,1.14066,0.16567,-6.0147
501,41,fast,100,0.38,0,9,0.5000,1,1.14227,0.16836,-6.0877
502,41,fast,150,0.38,0,10,0.7500,1,1.13648,0.16238,-6.1231
503,41,fast,200,0.38,0,11,1.0000,1,1.14132,0.16603,-6.1296
504,42,fast,0,0.38,0,0,0.0000,1,1.13590,0.15645,-6.7363
505,42,fast,5,0.38,0,1,0.0250,1,1.12997,0.15164,-6.0676
506,42,fast,10,0.38,0,2,0.0500,1,1.12608,0.14741,-6.0897
507,42,fast,15,0.38,0,3,0.0750,1,1.12553,0.14523,-6.2242
508,42,fast,20,0.38,0,4,0.1000,1,1.12012,0.13930,-6.1053
509,42,fast,30,0.38,0,5,0.1500,1,1.12482,0.14467,-6.1132
510,42,fast,40,0.38,0,6,0.2000,1,1.12829,0.14941,-6.1706
511,42,fast,50,0.38,0,7,0.2500,1,1.12878,0.14937,-6.1071
512,42,fast,75,0.38,0,8,0.3750,1,1.12798,0.14910,-6.1351
513,42,fast,100,0.38,0,9,0.5000,1,1.12983,0.15103,-6.1793
514,42,fast,150,0.38,0,10,0.7500,1,1.12062,0.13900,-6.1555
515,42,fast,200,0.38,0,11,1.0000,1,1.12818,0.14890,-6.1808
516,43,fast,0,0.38,0,0,0.0000,1,1.12215,0.14466,-6.0097
517,43,fast,5,0.38,0,1,0.0250,1,1.12456,0.14784,-5.3267
518,43,fast,10,0.38,0,2,0.0500,1,1.12064,0.14353,-5.4801
519,43,fast,15,0.38,0,3,0.0750,1,1.11986,0.14161,-5.6509
520,43,fast,20,0.38,0,4,0.1000,1,1.11468,0.13207,-6.0117
521,43,fast,30,0.38,0,5,0.1500,1,1.13075,0.15132,-6.2332
522,43,fast,40,0.38,0,6,0.2000,1,1.13175,0.15268,-6.2202
523,43,fast,50,0.38,0,7,0.2500,1,1.12940,0.14938,-6.2784
524,43,fast,75,0.38,0,8,0.3750,1,1.12649,0.14641,-6.1743
525,43,fast,100,0.38,0,9,0.5000,1,1.12906,0.15023,-6.2266
526,43,fast,150,0.38,0,10,0.7500,1,1.12682,0.14687,-6.2247
527,43,fast,200,0.38,0,11,1.0000,1,1.12901,0.14891,-6.2063
528,44,fast,0,0.38,0,0,0.0000,1,1.12725,0.14671,-6.6993
529,44,fast,5,0.38,0,1,0.0250,1,1.11478,0.13238,-6.1376
530,44,fast,10,0.38,0,2,0.0500,1,1.12511,0.14522,-6.0997
531,44,fast,15,0.38,0,3,0.0750,1,1.11926,0.13732,-6.0862
532,44,fast,20,0.38,0,4,0.1000,1,1.11992,0.13830,-6.0641
533,44,fast,30,0.38,0,5,0.1500,1,1.11745,0.13416,-6.1632
534,44,fast,40,0.38,0,6,0.2000,1,1.12008,0.13775,-6.2069
535,44,fast,50,0.38,0,7,0.2500,1,1.11698,0.13274,-6.2336
536,44,fast,75,0.38,0,8,0.3750,1,1.11081,0.12405,-6.1769
537,44,fast,100,0.38,0,9,0.5000,1,1.11611,0.13247,-6.1586
538,44,fast,150,0.38,0,10,0.7500,1,1.11888,0.13570,-6.2252
539,44,fast,200,0.38,0,11,1.0000,1,1.11977,0.13764,-6.1496
540,45,fast,0,0.38,0,0,0.0000,1,1.12334,0.14594,-5.9710
541,45,fast,5,0.38,0,1,0.0250,1,1.12474,0.14835,-5.3633
542,45,fast,10,0.38,0,2,0.0500,1,1.12111,0.14386,-5.4658
543,45,fast,15,0.38,0,3,0.0750,1,1.12237,0.14405,-5.7916
544,45,fast,20,0.38,0,4,0.1000,1,1.12610,0.14950,-5.9395
545,45,fast,30,0.38,0,5,0.1500,1,1.12896,0.15337,-6.0788
546,45,fast,40,0.38,0,6,0.2000,1,1.13363,0.15845,-6.2345
547,45,fast,50,0.38,0,7,0.2500,1,1.13426,0.15897,-6.1981
548,45,fast,75,0.38,0,8,0.3750,1,1.13161,0.15610,-6.2703
549,45,fast,100,0.38,0,9,0.5000,1,1.13428,0.15844,-6.1879
550,45,fast,150,0.38,0,10,0.7500,1,1.13283,0.15748,-6.2135
551,45,fast,200,0.38,0,11,1.0000,1,1.13031,0.15441,-6.2502
552,46,fast,0,0.38,0,0,0.0000,1,1.12402,0.14623,-6.1098
553,46,fast,5,0.38,0,1,0.0250,1,1.12502,0.14710,-5.5342
554,46,fast,10,0.38,0,2,0.0500,1,1.12003,0.14132,-5.6516
555,46,fast,15,0.38,0,3,0.0750,1,1.13066,0.15148,-6.2282
556,46,fast,20,0.38,0,4,0.1000,1,1.12666,0.14684,-6.3031
557,46,fast,30,0.38,0,5,0.1500,1,1.13040,0.15083,-6.2376
558,46,fast,40,0.38,0,6,0.2000,1,1.13505,0.15646,-6.1727
559,46,fast,50,0.38,0,7,0.2500,1,1.12777,0.14893,-6.2119
560,46,fast,75,0.38,0,8,0.3750,1,1.12692,0.14610,-6.2591
561,46,fast,100,0.38,0,9,0.5000,1,1.12888,0.14850,-6.1989
562,46,fast,150,0.38,0,10,0.7500,1,1.12529,0.14461,-6.2093
563,46,fast,200,0.38,0,11,1.0000,1,1.12436,0.14369,-6.2403
564,47,fast,0,0.38,0,0,0.0000,1,1.11197,0.12787,-6.4133
565,47,fast,5,0.38,0,1,0.0250,1,1.11408,0.13250,-5.8095
566,47,fast,10,0.38,0,2,0.0500,1,1.11195,0.12880,-5.8645
567,47,fast,15,0.38,0,3,0.0750,1,1.11552,0.13348,-5.7648
568,47,fast,20,0.38,0,4,0.1000,1,1.10968,0.12621,-5.7506
569,47,fast,30,0.38,0,5,0.1500,1,1.11665,0.13591,-5.8317
570,47,fast,40,0.38,0,6,0.2000,1,1.11411,0.13232,-5.9113
571,47,fast,50,0.38,0,7,0.2500,1,1.11274,0.13130,-5.8622
572,47,fast,75,0.38,0,8,0.3750,1,1.11239,0.13067,-5.8631
573,47,fast,100,0.38,0,9,0.5000,1,1.11369,0.13097,-5.8365
574,47,fast,150,0.38,0,10,0.7500,1,1.11491,0.13357,-5.8817
575,47,fast,200,0.38,0,11,1.0000,1,1.11495,0.13305,-5.8201
576,48,fast,0,0.38,0,0,0.0000,1,1.12446,0.14640,-6.0515
577,48,fast,5,0.38,0,1,0.0250,1,1.12661,0.14900,-5.4563
578,48,fast,10,0.38,0,2,0.0500,1,1.12915,0.15176,-5.6276
579,48,fast,15,0.38,0,3,0.0750,1,1.12889,0.15110,-5.7409
580,48,fast,20,0.38,0,4,0.1000,1,1.13146,0.15141,-6.1256
581,48,fast,30,0.38,0,5,0.1500,1,1.13478,0.15492,-6.1312
582,48,fast,40,0.38,0,6,0.2000,1,1.13149,0.15225,-6.1400
583,48,fast,50,0.38,0,7,0.2500,1,1.13438,0.15553,-6.1712
584,48,fast,75,0.38,0,8,0.3750,1,1.13398,0.15545,-6.1530
585,48,fast,100,0.38,0,9,0.5000,1,1.13141,0.15185,-6.1259
586,48,fast,150,0.38,0,10,0.7500,1,1.12891,0.14880,-6.0870
587,48,fast,200,0.38,0,11,1.0000,1,1.13274,0.15385,-6.1823
588,49,fast,0,0.38,0,0,0.0000,1,1.12594,0.14972,-6.0760
589,49,fast,5,0.38,0,1,0.0250,1,1.12831,0.15212,-5.7368
590,49,fast,10,0.38,0,2,0.0500,1,1.13228,0.15675,-6.0113
591,49,fast,15,0.38,0,3,0.0750,1,1.13720,0.16256,-5.9041
592,49,fast,20,0.38,0,4,0.1000,1,1.13450,0.16035,-6.0113
593,49,fast,30,0.38,0,5,0.1500,1,1.13769,0.16273,-6.0221
594,49,fast,40,0.38,0,6,0.2000,1,1.13447,0.15946,-6.0733
595,49,fast,50,0.38,0,7,0.2500,1,1.13893,0.16500,-6.0797
596,49,fast,75,0.38,0,8,0.3750,1,1.13677,0.16225,-6.1104
597,49,fast,100,0.38,0,9,0.5000,1,1.13890,0.16351,-6.2330
598,49,fast,150,0.38,0,10,0.7500,1,1.13750,0.16364,-6.1029
599,49,fast,200,0.38,0,11,1.0000,1,1.13536,0.16120,-6.0995
600,50,fast,0,0.38,0,0,0.0000,1,1.12273,0.14529,-6.0210
601,50,fast,5,0.38,0,1,0.0250,1,1.10407,0.11284,-6.1215
602,50,fast,10,0.38,0,2,0.0500,1,1.10366,0.11261,-6.0602
603,50,fast,15,0.38,0,3,0.0750,1,1.12394,0.14383,-6.1851
604,50,fast,20,0.38,0,4,0.1000,1,1.12475,0.14468,-6.1678
605,50,fast,30,0.38,0,5,0.1500,1,1.13064,0.15148,-6.1153
606,50,fast,40,0.38,0,6,0.2000,1,1.12917,0.14971,-6.1986
607,50,fast,50,0.38,0,7,0.2500,1,1.12991,0.15063,-6.2352
608,50,fast,75,0.38,0,8,0.3750,1,1.12806,0.14785,-6.1988
609,50,fast,100,0.38,0,9,0.5000,1,1.12932,0.14973,-6.1766
610,50,fast,150,0.38,0,10,0.7500,1,1.13071,0.15088,-6.1827
611,50,fast,200,0.38,0,11,1.0000,1,1.12740,0.14763,-6.2202
612,51,fast,0,0.38,0,0,0.0000,1,1.12265,0.14413,-5.9497
613,51,fast,5,0.38,0,1,0.0250,1,1.12861,0.15054,-5.4531
614,51,fast,10,0.38,0,2,0.0500,1,1.12501,0.14733,-5.5464
615,51,fast,15,0.38,0,3,0.0750,1,1.12704,0.14952,-5.5984
616,51,fast,20,0.38,0,4,0.1000,1,1.12651,0.14812,-5.5937
617,51,fast,30,0.38,0,5,0.1500,1,1.13231,0.15549,-5.9224
618,51,fast,40,0.38,0,6,0.2000,1,1.13337,0.15639,-6.0513
619,51,fast,50,0.38,0,7,0.2500,1,1.13124,0.15462,-5.9679
620,51,fast,75,0.38,0,8,0.3750,1,1.12995,0.15284,-5.9728
621,51,fast,100,0.38,0,9,0.5000,1,1.13046,0.15431,-5.9504
622,51,fast,150,0.38,0,10,0.7500,1,1.13749,0.16292,-6.0653
623,51,fast,200,0.38,0,11,1.0000,1,1.13396,0.15888,-6.1008
624,52,fast,0,0.38,0,0,0.0000,1,1.12484,0.14759,-5.9625
625,52,fast,5,0.38,0,1,0.0250,1,1.12543,0.14917,-5.3051
626,52,fast,10,0.38,0,2,0.0500,1,1.12234,0.14491,-5.5146
627,52,fast,15,0.38,0,3,0.0750,1,1.12066,0.14168,-5.6567
628,52,fast,20,0.38,0,4,0.1000,1,1.12440,0.14794,-5.6804
629,52,fast,30,0.38,0,5,0.1500,1,1.12328,0.14564,-5.6072
630,52,fast,40,0.38,0,6,0.2000,1,1.12674,0.15015,-5.6644
631,52,fast,50,0.38,0,7,0.2500,1,1.12282,0.14465,-5.7665
632,52,fast,75,0.38,0,8,0.3750,1,1.13318,0.15716,-6.5049
633,52,fast,100,0.38,0,9,0.5000,1,1.13399,0.15734,-6.4427
634,52,fast,150,0.38,0,10,0.7500,1,1.13454,0.15814,-6.4119
635,52,fast,200,0.38,0,11,1.0000,1,1.13271,0.15691,-6.4664
636,53,fast,0,0.38,0,0,0.0000,1,1.10150,0.10751,-6.6337
637,53,fast,5,0.38,0,1,0.0250,1,1.10477,0.11362,-6.0521
638,53,fast,10,0.38,0,2,0.0500,1,1.10905,0.12183,-6.0913
639,53,fast,15,0.38,0,3,0.0750,1,1.12870,0.14872,-6.2309
640,53,fast,20,0.38,0,4,0.1000,1,1.12657,0.14617,-6.2321
641,53,fast,30,0.38,0,5,0.1500,1,1.12781,0.14787,-6.2386
642,53,fast,40,0.38,0,6,0.2000,1,1.13091,0.15094,-6.2696
643,53,fast,50,0.38,0,7,0.2500,1,1.13114,0.15151,-6.2518
644,53,fast,75,0.38,0,8,0.3750,1,1.12686,0.14726,-6.1860
645,53,fast,100,0.38,0,9,0.5000,1,1.12968,0.14942,-6.2131
646,53,fast,150,0.38,0,10,0.7500,1,1.13029,0.15085,-6.2006
647,53,fast,200,0.38,0,11,1.0000,1,1.12807,0.14777,-6.1821
648,54,fast,0,0.38,0,0,0.0000,1,1.12227,0.14525,-5.9235
649,54,fast,5,0.38,0,1,0.0250,1,1.12231,0.14661,-5.2848
650,54,fast,10,0.38,0,2,0.0500,1,1.11983,0.14410,-5.2528
651,54,fast,15,0.38,0,3,0.0750,1,1.11982,0.14380,-5.3672
652,54,fast,20,0.38,0,4,0.1000,1,1.12193,0.14514,-5.4752
653,54,fast,30,0.38,0,5,0.1500,1,1.12008,0.14393,-5.4106
654,54,fast,40,0.38,0,6,0.2000,1,1.11992,0.14401,-5.4599
655,54,fast,50,0.38,0,7,0.2500,1,1.12000,0.14372,-5.3369
656,54,fast,75,0.38,0,8,0.3750,1,1.12007,0.14378,-5.4786
657,54,fast,100,0.38,0,9,0.5000,1,1.11867,0.14223,-5.4260
658,54,fast,150,0.38,0,10,0.7500,1,1.12494,0.14923,-5.4027
659,54,fast,200,0.38,0,11,1.0000,1,1.12113,0.14515,-5.4203
660,55,fast,0,0.38,0,0,0.0000,1,1.12180,0.14422,-5.9957
661,55,fast,5,0.38,0,1,0.0250,1,1.12228,0.14550,-5.4236
662,55,fast,10,0.38,0,2,0.0500,1,1.12132,0.14260,-5.6089
663,55,fast,15,0.38,0,3,0.0750,1,1.12321,0.14337,-5.7621
664,55,fast,20,0.38,0,4,0.1000,1,1.12043,0.13907,-6.1574
665,55,fast,30,0.38,0,5,0.1500,1,1.13123,0.15158,-6.2918
666,55,fast,40,0.38,0,6,0.2000,1,1.12514,0.14639,-6.2541
667,55,fast,50,0.38,0,7,0.2500,1,1.12778,0.14840,-6.2800
668,55,fast,75,0.38,0,8,0.3750,1,1.13476,0.15707,-6.3388
669,55,fast,100,0.38,0,9,0.5000,1,1.12946,0.15019,-6.3293
670,55,fast,150,0.38,0,10,0.7500,1,1.12965,0.15059,-6.2755
671,55,fast,200,0.38,0,11,1.0000,1,1.13204,0.15359,-6.2896
672,56,fast,0,0.38,0,0,0.0000,1,1.12421,0.14685,-5.9894
673,56,fast,5,0.38,0,1,0.0250,1,1.12319,0.14723,-5.3879
674,56,fast,10,0.38,0,2,0.0500,1,1.12618,0.14972,-5.5151
675,56,fast,15,0.38,0,3,0.0750,1,1.12457,0.14865,-5.4975
676,56,fast,20,0.38,0,4,0.1000,1,1.12338,0.14628,-5.5375
677,56,fast,30,0.38,0,5,0.1500,1,1.12192,0.14331,-5.5934
678,56,fast,40,0.38,0,6,0.2000,1,1.13734,0.16374,-6.1325
679,56,fast,50,0.38,0,7,0.2500,1,1.13933,0.16502,-6.1367
680,56,fast,75,0.38,0,8,0.3750,1,1.13927,0.16534,-6.0826
681,56,fast,100,0.38,0,9,0.5000,1,1.13510,0.16208,-6.1186
682,56,fast,150,0.38,0,10,0.7500,1,1.13897,0.16529,-6.0520
683,56,fast,200,0.38,0,11,1.0000,1,1.14047,0.16592,-6.2601
684,57,fast,0,0.38,0,0,0.0000,1,1.12375,0.14778,-5.8851
685,57,fast,5,0.38,0,1,0.0250,1,1.12304,0.14703,-5.3639
686,57,fast,10,0.38,0,2,0.0500,1,1.12618,0.15066,-5.4026
687,57,fast,15,0.38,0,3,0.0750,1,1.12390,0.14858,-5.3766
688,57,fast,20,0.38,0,4,0.1000,1,1.12138,0.14508,-5.3592
689,57,fast,30,0.38,0,5,0.1500,1,1.11977,0.14218,-5.3887
690,57,fast,40,0.38,0,6,0.2000,1,1.12277,0.14433,-5.6614
691,57,fast,50,0.38,0,7,0.2500,1,1.12455,0.14688,-5.6684
692,57,fast,75,0.38,0,8,0.3750,1,1.12470,0.14609,-5.7491
693,57,fast,100,0.38,0,9,0.5000,1,1.13351,0.15415,-5.9519
